Student_ID,Subject_Knowledge,Concept_Clarity,Presentation_Usage,Assignment_Difficulty,Doubt_Solving,Course_Structure,Student_Support,Recommendation,Event_Name,Event_Type,Department,Avg_Score,Comments,Sentiment_Score,Sentiment_Label
339,6,10,5,9,4,3,6,5,Cultural Fest,Cultural,EEE,6.0,I loved how doubts were cleared instantly.,0.4767,Positive
841,8,9,8,3,4,4,7,1,AI Workshop,Seminar,CSE,5.5,Assignments were too difficult for our level.,-0.3612,Negative
874,9,7,6,9,6,1,6,3,AI Workshop,Workshop,CSE,5.875,Excellent structure and support by the instructor.,0.7506,Positive
214,6,6,4,3,1,3,4,6,Python Bootcamp,Cultural,MECH,4.125,The session was amazing and very informative.,0.5859,Positive
924,9,10,5,5,6,4,1,8,Tech Talk,Cultural,ECE,6.0,The presentation was poor and hard to follow.,-0.5423,Negative
203,8,7,8,9,4,10,8,10,Webinar on Careers,Workshop,CSE,8.0,I loved how doubts were cleared instantly.,0.4767,Positive
629,8,3,7,4,4,8,1,10,AI Workshop,Workshop,ECE,5.625,Assignments were too difficult for our level.,-0.3612,Negative
354,6,3,7,10,1,1,10,6,AI Workshop,Seminar,CIVIL,5.5,Excellent structure and support by the instructor.,0.7506,Positive
857,9,8,6,5,7,8,1,9,AI Workshop,Cultural,CSE,6.625,The session was amazing and very informative.,0.5859,Positive
424,5,3,7,3,8,6,5,7,AI Workshop,Cultural,CSE,5.5,The presentation was poor and hard to follow.,-0.5423,Negative
872,6,10,8,8,2,2,1,4,AI Workshop,Cultural,ECE,5.125,I loved how doubts were cleared instantly.,0.4767,Positive
116,8,5,6,3,5,3,1,9,Webinar on Careers,Seminar,CSE,5.0,Assignments were too difficult for our level.,-0.3612,Negative
308,9,10,7,10,3,2,10,9,Python Bootcamp,Cultural,CSE,7.5,Excellent structure and support by the instructor.,0.7506,Positive
698,5,9,6,3,6,9,9,9,Tech Talk,Workshop,MECH,7.0,The session was amazing and very informative.,0.5859,Positive
622,9,10,7,7,6,2,8,4,Webinar on Careers,Seminar,EEE,6.625,The presentation was poor and hard to follow.,-0.5423,Negative
103,9,6,4,6,1,3,10,6,Webinar on Careers,Cultural,EEE,5.625,I loved how doubts were cleared instantly.,0.4767,Positive
464,5,4,8,6,4,10,1,6,Webinar on Careers,Cultural,EEE,5.5,Assignments were too difficult for our level.,-0.3612,Negative
870,10,4,6,3,8,2,3,7,AI Workshop,Workshop,EEE,5.375,Excellent structure and support by the instructor.,0.7506,Positive
351,8,5,8,10,1,9,7,7,Tech Talk,Seminar,EEE,6.875,The session was amazing and very informative.,0.5859,Positive
628,10,10,4,7,1,7,3,9,Tech Talk,Workshop,MECH,6.375,The presentation was poor and hard to follow.,-0.5423,Negative
33,8,5,6,1,8,7,7,2,Cultural Fest,Workshop,CSE,5.5,I loved how doubts were cleared instantly.,0.4767,Positive
972,7,9,4,1,1,2,1,10,Cultural Fest,Cultural,ECE,4.375,Assignments were too difficult for our level.,-0.3612,Negative
535,5,10,5,9,9,8,1,9,Tech Talk,Cultural,ECE,7.0,Excellent structure and support by the instructor.,0.7506,Positive
959,8,4,5,5,10,7,3,2,Python Bootcamp,Seminar,EEE,5.5,The session was amazing and very informative.,0.5859,Positive
794,10,4,4,8,6,8,6,9,AI Workshop,Workshop,EEE,6.875,The presentation was poor and hard to follow.,-0.5423,Negative
313,5,7,7,3,7,10,1,1,Cultural Fest,Cultural,EEE,5.125,I loved how doubts were cleared instantly.,0.4767,Positive
127,5,8,4,9,7,7,7,6,Python Bootcamp,Workshop,CSE,6.625,Assignments were too difficult for our level.,-0.3612,Negative
245,10,6,4,9,9,2,7,7,AI Workshop,Cultural,CIVIL,6.75,Excellent structure and support by the instructor.,0.7506,Positive
773,9,5,8,9,1,10,4,8,Python Bootcamp,Cultural,CSE,6.75,The session was amazing and very informative.,0.5859,Positive
69,8,6,6,1,9,1,9,7,Tech Talk,Cultural,MECH,5.875,The presentation was poor and hard to follow.,-0.5423,Negative
141,8,6,6,5,4,9,5,2,Cultural Fest,Seminar,CSE,5.625,I loved how doubts were cleared instantly.,0.4767,Positive
139,8,3,4,10,6,1,1,5,AI Workshop,Workshop,EEE,4.75,Assignments were too difficult for our level.,-0.3612,Negative
398,6,9,6,10,7,4,5,9,Python Bootcamp,Workshop,EEE,7.0,Excellent structure and support by the instructor.,0.7506,Positive
889,7,6,8,6,6,6,7,10,Webinar on Careers,Cultural,CSE,7.0,The session was amazing and very informative.,0.5859,Positive
995,6,7,8,3,7,7,8,7,Webinar on Careers,Seminar,CSE,6.625,The presentation was poor and hard to follow.,-0.5423,Negative
757,9,5,7,9,7,8,9,1,Webinar on Careers,Seminar,EEE,6.875,I loved how doubts were cleared instantly.,0.4767,Positive
783,5,2,8,2,8,5,7,3,Tech Talk,Seminar,MECH,5.0,Assignments were too difficult for our level.,-0.3612,Negative
420,5,8,8,6,2,4,10,3,Python Bootcamp,Seminar,ECE,5.75,Excellent structure and support by the instructor.,0.7506,Positive
790,7,5,6,2,3,1,6,6,Python Bootcamp,Workshop,ECE,4.5,The session was amazing and very informative.,0.5859,Positive
592,7,2,7,10,8,9,5,1,Webinar on Careers,Workshop,EEE,6.125,The presentation was poor and hard to follow.,-0.5423,Negative
978,6,5,8,9,6,6,2,9,Cultural Fest,Cultural,ECE,6.375,I loved how doubts were cleared instantly.,0.4767,Positive
735,6,4,6,1,7,6,1,5,Python Bootcamp,Cultural,MECH,4.5,Assignments were too difficult for our level.,-0.3612,Negative
731,5,10,6,9,5,10,5,2,Tech Talk,Workshop,MECH,6.5,Excellent structure and support by the instructor.,0.7506,Positive
932,6,6,4,5,5,3,6,1,AI Workshop,Seminar,CIVIL,4.5,The session was amazing and very informative.,0.5859,Positive
497,6,4,8,4,6,10,1,6,AI Workshop,Workshop,CIVIL,5.625,The presentation was poor and hard to follow.,-0.5423,Negative
813,8,10,5,8,4,7,5,2,AI Workshop,Cultural,ECE,6.125,I loved how doubts were cleared instantly.,0.4767,Positive
2,10,2,7,3,10,4,4,7,Cultural Fest,Cultural,MECH,5.875,Assignments were too difficult for our level.,-0.3612,Negative
649,9,2,6,10,4,9,4,2,Webinar on Careers,Cultural,MECH,5.75,Excellent structure and support by the instructor.,0.7506,Positive
455,8,5,4,2,7,4,1,2,Cultural Fest,Seminar,CSE,4.125,The session was amazing and very informative.,0.5859,Positive
593,5,3,5,3,9,10,9,9,AI Workshop,Cultural,ECE,6.625,The presentation was poor and hard to follow.,-0.5423,Negative
206,10,8,5,4,8,9,10,6,Cultural Fest,Workshop,ECE,7.5,I loved how doubts were cleared instantly.,0.4767,Positive
847,7,10,5,7,1,9,10,4,Python Bootcamp,Workshop,ECE,6.625,Assignments were too difficult for our level.,-0.3612,Negative
233,8,7,7,7,9,2,8,2,Cultural Fest,Seminar,MECH,6.25,Excellent structure and support by the instructor.,0.7506,Positive
87,5,10,8,4,8,10,1,9,AI Workshop,Seminar,ECE,6.875,The session was amazing and very informative.,0.5859,Positive
333,6,3,7,6,9,9,9,1,Cultural Fest,Workshop,ECE,6.25,The presentation was poor and hard to follow.,-0.5423,Negative
738,8,2,5,7,2,7,6,5,Python Bootcamp,Seminar,MECH,5.25,I loved how doubts were cleared instantly.,0.4767,Positive
350,5,6,6,1,8,7,10,10,Cultural Fest,Cultural,CSE,6.625,Assignments were too difficult for our level.,-0.3612,Negative
805,8,8,7,10,6,2,2,6,Webinar on Careers,Cultural,MECH,6.125,Excellent structure and support by the instructor.,0.7506,Positive
700,9,8,6,1,9,6,9,1,Webinar on Careers,Workshop,ECE,6.125,The session was amazing and very informative.,0.5859,Positive
92,7,6,7,3,2,1,7,6,AI Workshop,Cultural,CSE,4.875,The presentation was poor and hard to follow.,-0.5423,Negative
68,5,5,8,8,7,6,10,4,Tech Talk,Workshop,EEE,6.625,I loved how doubts were cleared instantly.,0.4767,Positive
746,10,5,6,7,1,1,6,1,Webinar on Careers,Workshop,ECE,4.625,Assignments were too difficult for our level.,-0.3612,Negative
741,7,9,7,3,10,8,10,5,Webinar on Careers,Workshop,CSE,7.375,Excellent structure and support by the instructor.,0.7506,Positive
581,9,10,8,2,5,6,7,10,Cultural Fest,Cultural,CSE,7.125,The session was amazing and very informative.,0.5859,Positive
677,9,6,6,9,1,10,7,1,AI Workshop,Seminar,MECH,6.125,The presentation was poor and hard to follow.,-0.5423,Negative
442,7,8,5,10,8,3,6,4,AI Workshop,Seminar,CIVIL,6.375,I loved how doubts were cleared instantly.,0.4767,Positive
749,9,9,5,2,9,1,10,1,Webinar on Careers,Cultural,CSE,5.75,Assignments were too difficult for our level.,-0.3612,Negative
25,5,6,4,10,4,1,8,3,Python Bootcamp,Seminar,CSE,5.125,Excellent structure and support by the instructor.,0.7506,Positive
936,6,7,6,4,1,8,4,10,Webinar on Careers,Cultural,CSE,5.75,The session was amazing and very informative.,0.5859,Positive
90,9,10,6,7,8,1,2,7,Webinar on Careers,Workshop,CIVIL,6.25,The presentation was poor and hard to follow.,-0.5423,Negative
715,6,9,6,5,9,1,6,6,Python Bootcamp,Seminar,CIVIL,6.0,I loved how doubts were cleared instantly.,0.4767,Positive
240,9,9,7,10,5,7,1,6,Tech Talk,Workshop,CSE,6.75,Assignments were too difficult for our level.,-0.3612,Negative
13,6,6,6,3,10,7,2,1,Cultural Fest,Cultural,MECH,5.125,Excellent structure and support by the instructor.,0.7506,Positive
126,7,4,6,4,1,5,2,1,Python Bootcamp,Seminar,ECE,3.75,The session was amazing and very informative.,0.5859,Positive
761,5,9,6,10,10,1,10,6,Python Bootcamp,Cultural,CIVIL,7.125,The presentation was poor and hard to follow.,-0.5423,Negative
302,8,4,6,7,1,4,1,8,Tech Talk,Cultural,EEE,4.875,I loved how doubts were cleared instantly.,0.4767,Positive
650,8,4,7,9,10,2,8,3,Webinar on Careers,Cultural,CSE,6.375,Assignments were too difficult for our level.,-0.3612,Negative
365,10,5,5,3,5,2,3,5,Cultural Fest,Workshop,CSE,4.75,Excellent structure and support by the instructor.,0.7506,Positive
905,5,9,6,8,10,2,1,1,AI Workshop,Workshop,CSE,5.25,The session was amazing and very informative.,0.5859,Positive
415,9,3,5,1,8,9,9,2,Python Bootcamp,Workshop,ECE,5.75,The presentation was poor and hard to follow.,-0.5423,Negative
397,10,7,8,6,6,6,2,6,Cultural Fest,Workshop,CIVIL,6.375,I loved how doubts were cleared instantly.,0.4767,Positive
435,9,9,7,4,1,1,7,5,AI Workshop,Workshop,EEE,5.375,Assignments were too difficult for our level.,-0.3612,Negative
945,9,3,8,2,4,9,1,1,Cultural Fest,Cultural,EEE,4.625,Excellent structure and support by the instructor.,0.7506,Positive
930,8,7,5,1,3,7,2,1,Tech Talk,Cultural,EEE,4.25,The session was amazing and very informative.,0.5859,Positive
687,5,9,7,9,3,1,9,5,Tech Talk,Cultural,ECE,6.0,The presentation was poor and hard to follow.,-0.5423,Negative
852,5,10,5,4,3,10,8,6,Webinar on Careers,Seminar,CSE,6.375,I loved how doubts were cleared instantly.,0.4767,Positive
712,6,5,5,7,8,2,9,7,Tech Talk,Seminar,CIVIL,6.125,Assignments were too difficult for our level.,-0.3612,Negative
470,6,10,6,6,7,1,1,2,Webinar on Careers,Workshop,EEE,4.875,Excellent structure and support by the instructor.,0.7506,Positive
43,6,5,4,1,10,7,4,1,AI Workshop,Workshop,MECH,4.75,The session was amazing and very informative.,0.5859,Positive
550,5,3,7,8,2,7,7,8,Webinar on Careers,Seminar,EEE,5.875,The presentation was poor and hard to follow.,-0.5423,Negative
844,8,6,4,1,1,8,10,9,Tech Talk,Seminar,MECH,5.875,I loved how doubts were cleared instantly.,0.4767,Positive
150,6,5,8,5,2,10,1,6,Tech Talk,Cultural,ECE,5.375,Assignments were too difficult for our level.,-0.3612,Negative
168,6,3,8,2,8,10,7,3,Tech Talk,Seminar,MECH,5.875,Excellent structure and support by the instructor.,0.7506,Positive
519,8,7,7,6,10,10,4,3,Python Bootcamp,Cultural,ECE,6.875,The session was amazing and very informative.,0.5859,Positive
531,9,8,7,6,3,8,3,7,Python Bootcamp,Workshop,CIVIL,6.375,The presentation was poor and hard to follow.,-0.5423,Negative
643,9,7,7,7,2,4,3,7,Cultural Fest,Workshop,CSE,5.75,I loved how doubts were cleared instantly.,0.4767,Positive
428,6,9,4,4,8,6,2,5,Tech Talk,Workshop,ECE,5.5,Assignments were too difficult for our level.,-0.3612,Negative
659,9,4,8,10,6,6,3,8,Python Bootcamp,Workshop,ECE,6.75,Excellent structure and support by the instructor.,0.7506,Positive
766,10,2,4,3,4,6,9,4,Cultural Fest,Cultural,CSE,5.25,The session was amazing and very informative.,0.5859,Positive
732,9,2,6,9,4,2,10,10,Webinar on Careers,Workshop,EEE,6.5,The presentation was poor and hard to follow.,-0.5423,Negative
916,10,4,7,3,10,10,7,8,Webinar on Careers,Cultural,CIVIL,7.375,I loved how doubts were cleared instantly.,0.4767,Positive
979,9,4,7,10,5,2,4,2,Webinar on Careers,Cultural,ECE,5.375,Assignments were too difficult for our level.,-0.3612,Negative
372,5,7,7,9,3,5,10,4,Python Bootcamp,Workshop,MECH,6.25,Excellent structure and support by the instructor.,0.7506,Positive
778,9,4,8,9,8,5,7,4,Python Bootcamp,Cultural,EEE,6.75,The session was amazing and very informative.,0.5859,Positive
579,10,3,7,8,9,1,8,8,Tech Talk,Cultural,MECH,6.75,The presentation was poor and hard to follow.,-0.5423,Negative
320,9,6,7,4,3,9,10,2,Cultural Fest,Seminar,CIVIL,6.25,I loved how doubts were cleared instantly.,0.4767,Positive
645,5,9,6,6,8,5,10,8,Cultural Fest,Cultural,CSE,7.125,Assignments were too difficult for our level.,-0.3612,Negative
5,6,7,4,2,3,8,10,7,AI Workshop,Cultural,CSE,5.875,Excellent structure and support by the instructor.,0.7506,Positive
294,7,5,4,1,6,2,9,6,Cultural Fest,Seminar,ECE,5.0,The session was amazing and very informative.,0.5859,Positive
117,8,2,5,10,5,4,3,2,Webinar on Careers,Workshop,MECH,4.875,The presentation was poor and hard to follow.,-0.5423,Negative
555,9,2,8,7,2,1,3,10,Cultural Fest,Workshop,CIVIL,5.25,I loved how doubts were cleared instantly.,0.4767,Positive
29,6,9,5,1,6,10,4,5,Webinar on Careers,Workshop,CIVIL,5.75,Assignments were too difficult for our level.,-0.3612,Negative
259,8,3,8,9,7,4,10,7,Tech Talk,Cultural,MECH,7.0,Excellent structure and support by the instructor.,0.7506,Positive
47,8,4,4,9,10,10,2,6,AI Workshop,Cultural,EEE,6.625,The session was amazing and very informative.,0.5859,Positive
678,8,10,5,2,7,4,1,7,AI Workshop,Cultural,EEE,5.5,The presentation was poor and hard to follow.,-0.5423,Negative
543,8,2,4,9,3,3,3,4,Tech Talk,Cultural,MECH,4.5,I loved how doubts were cleared instantly.,0.4767,Positive
908,5,2,5,3,2,10,4,8,Webinar on Careers,Workshop,CSE,4.875,Assignments were too difficult for our level.,-0.3612,Negative
586,8,2,4,9,8,8,7,7,Cultural Fest,Cultural,MECH,6.625,Excellent structure and support by the instructor.,0.7506,Positive
98,9,9,7,2,3,3,8,4,AI Workshop,Seminar,EEE,5.625,The session was amazing and very informative.,0.5859,Positive
55,8,7,6,2,5,7,7,9,Python Bootcamp,Workshop,EEE,6.375,The presentation was poor and hard to follow.,-0.5423,Negative
913,5,5,6,5,6,7,6,1,Webinar on Careers,Seminar,ECE,5.125,I loved how doubts were cleared instantly.,0.4767,Positive
199,9,5,8,3,8,1,1,2,AI Workshop,Seminar,EEE,4.625,Assignments were too difficult for our level.,-0.3612,Negative
539,10,2,7,4,3,4,10,1,Cultural Fest,Cultural,ECE,5.125,Excellent structure and support by the instructor.,0.7506,Positive
759,7,2,4,2,1,5,9,9,Webinar on Careers,Seminar,CIVIL,4.875,Neutral,0.0,Neutral
